Locus_Tag,Recovery_6hours_vs_naive_ratio,Recovery_6hours_vs_naive_FDR,Recovery_6hours_vs_naive_significance,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_significance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_6hours_significance,Recovery_15hours_vs_initial_encounter_significance,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_RefSeq,Genbank_RefSeq_protein_id,Genbank_RefSeq_product,Genbank_RefSeq_EC,Genbank,Genbank_protein_id,Genbank_product,Genbank_EC,Prokka_id,Prokka_product,Prokka_gene_name,Prokka_EC,PATRIC_id,PATRIC_product,PATRIC_EC,PATRIC_class,Seed_id,Seed_product,Seed_EC,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Uniprot_id,Uniprot_product,Uniprot_gene_name,Uniprot_EC,Uniprot_GO_IDs,Uniprot_GO_names,Uniprot_subcellular_location ,Uniprot_Transmembrane,Locus_Tag,,Locus Tag,Recovery15_vs_initial_ratio,Recovery15_vs_initial_FDR,Recovery15_vs_initial_call
APY09_09635,-0.11,6.74E-01,no,-0.07,7.87E-01,no,0.29,9.97E-01,no,0.22,3.53E-01,no,0.30,4.82E-01,no,0.23,3.41E-01,no,APY09_09635,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS09630,GI:983399074,WP_060567584.1,hypothetical protein,,GI:960428348,KSW10255.1,hypothetical protein,,XH001_01953,hypothetical protein,,,fig|1660.4.peg.1960,,,,SEED:fig|1660.5.peg.1856,FIG00356678: hypothetical protein,,,,,,,,,,,,A0A0V8RQ51,Uncharacterized protein,,,,,,,APY09_09635,,APY09_09635,0.228640595,0.340975242,unchanged
APY09_09640,-0.16,4.28E-01,no,0.47,2.01E-02,no,0.06,9.97E-01,no,0.53,1.10E-02,recovery,0.10,8.26E-01,no,0.56,8.01E-03,recovery,APY09_09640,forward,hypothetical protein,,S: Function Unknown ,,APY09_RS09635,GI:983399075,WP_060567585.1,hypothetical protein,,GI:960428349,KSW10256.1,iron ABC transporter,,XH001_01954,hypothetical protein,,,fig|1660.4.peg.1961,,,,SEED:fig|1660.5.peg.1857,FIG00356155: hypothetical protein,,,,,,,,,,,,A0A0V8RQ37,Iron ABC transporter,,,GO:0016021,integral component of membrane [GO:0016021],,"TRANSMEM 12..29;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 41..61;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 68..87;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 93..115;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_09640,,APY09_09640,0.563154733,0.00800682,up
APY09_09645,-1.16,3.15E-03,decreased,-0.02,9.57E-01,no,0.19,9.97E-01,no,0.17,6.83E-01,no,0.07,9.54E-01,no,0.04,9.24E-01,no,APY09_09645,forward,SAM-dependent methyltransferase,,Q: Secondary Structure ,,APY09_RS09640,GI:983399076,WP_060567586.1,SAM-dependent methyltransferase,,GI:960428350,KSW10257.1,SAM-dependent methyltransferase,,XH001_01955,Demethylmenaquinone methyltransferase,ubiE_2,2.1.1.163,fig|1660.4.peg.1962,,,,SEED:fig|1660.5.peg.1858,Biotin synthesis protein BioC,,DREV methyltransferase,,,,,,,,Q: Secondary Structure ,,A0A0V8RQG7,SAM-dependent methyltransferase,,,GO:0008168; GO:0032259,methyltransferase activity [GO:0008168]; methylation [GO:0032259],,,APY09_09645,,APY09_09645,0.043272484,0.924479068,unchanged
APY09_09650,-0.36,1.08E-01,no,0.40,9.16E-02,no,0.13,9.97E-01,no,0.52,2.77E-02,recovery,0.07,9.11E-01,no,0.46,5.81E-02,no,APY09_09650,reverse,alpha/beta hydrolase,,S: Function Unknown ,,APY09_RS09645,GI:983399077,WP_060567587.1,alpha/beta hydrolase,,GI:960428351,KSW10258.1,alpha/beta hydrolase,,XH001_01956,Alpha/beta hydrolase family protein,,,fig|1660.4.peg.1963,,,,SEED:fig|1660.5.peg.1859,Predicted alpha/beta superfamily hydrolase,,Alpha beta hydrolase,,,,,,,,S: Function Unknown ,,A0A0V8RQL9,Alpha/beta hydrolase,,,GO:0016787,hydrolase activity [GO:0016787],,,APY09_09650,,APY09_09650,0.461847476,0.058064057,unchanged
APY09_09655,-0.62,1.29E-03,decreased,-0.97,6.53E-06,initial,0.31,9.20E-01,no,-0.67,4.74E-04,initial,0.35,2.30E-01,no,-0.64,1.02E-03,initial,APY09_09655,forward,hypothetical,,S: Function Unknown ,,APY09_RS09650,GI:736444043,WP_034465938.1,hypothetical protein,,GI:960428352,KSW10259.1,hypothetical protein,,XH001_01958,hypothetical protein,,,fig|1660.4.peg.1965,,,,SEED:fig|1660.5.peg.1860,COG0393: Uncharacterized conserved protein,,Belongs to the UPF0145 family,ybjQ,,,,,,,S: Function Unknown ,,A0A0V8RQI6,UPF0145 protein APY09_09655,,,,,,,APY09_09655,,APY09_09655,-0.63534741,0.00101647,down
APY09_09660,-0.50,6.54E-03,no,0.46,8.90E-03,no,0.07,9.97E-01,no,0.53,2.77E-03,recovery,0.19,5.74E-01,no,0.65,5.66E-04,recovery,APY09_09660,forward,hypothetical protein,"K01361,K08652,K17734","N: Cell motility O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS09655,GI:983399078,WP_060567588.1,hypothetical protein,,GI:960428353,KSW10260.1,hypothetical protein,,XH001_01959,PIII-type proteinase precursor,prtP_3,3.4.21.96,fig|1660.4.peg.1966,,,,SEED:fig|1660.5.peg.1861,Choline binding protein A,,Leucine rich repeats (6 copies),prtS,"3.4.21.110,3.4.21.96","K01361,K08652,K17734",,,,,"N: Cell motility O: Post-translational modification, protein turnover, chaperone functions ",,A0A0V8RQJ8,Uncharacterized protein,,,GO:0004252; GO:0005618; GO:0016020,cell wall [GO:0005618]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252],,,APY09_09660,,APY09_09660,0.646068016,0.000565905,up
APY09_09665,-0.18,7.61E-01,no,0.99,9.45E-02,no,0.00,9.99E-01,no,1.00,9.29E-02,no,0.15,9.17E-01,no,1.13,6.08E-02,no,APY09_09665,forward,cell wall-binding protein,K01361,N: Cell motility ,,APY09_RS09660,GI:983399079,WP_060567589.1,cell wall-binding protein,,GI:960428354,KSW10261.1,cell wall-binding protein,,XH001_01960,Autolysin,lytA_3,3.5.1.28,fig|1660.4.peg.1967,,,,SEED:fig|1660.5.peg.1862,Choline binding protein A,,Leucine rich repeats (6 copies),cbpG,3.4.21.96,K01361,,,,,N: Cell motility ,,A0A0V8RQ72,Cell wall-binding protein,,,,,,,APY09_09665,,APY09_09665,1.134235636,0.060822908,unchanged
APY09_09670,-1.34,2.69E-03,decreased,-0.22,6.16E-01,no,0.07,9.97E-01,no,-0.15,7.41E-01,no,0.10,9.38E-01,no,-0.14,7.78E-01,no,APY09_09670,forward,peptidase S8,"K01361,K08652,K17734","O: Post-translational modification, protein turnover, chaperone functions ",,APY09_RS09665,GI:983399080,WP_060567590.1,peptidase S8,,GI:960428355,KSW10262.1,peptidase S8,,XH001_01961,C5a peptidase precursor,scpA_2,3.4.21.110,fig|1660.4.peg.1969,,,,SEED:fig|1660.5.peg.1863,Choline binding protein A,,Bacterial Ig-like domain 2,prtS,"3.4.21.110,3.4.21.96","K01361,K08652,K17734",,,,,"O: Post-translational modification, protein turnover, chaperone functions ",,A0A0V8RQ52,Peptidase S8,,,GO:0004252; GO:0005618; GO:0016020,cell wall [GO:0005618]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252],,,APY09_09670,,APY09_09670,-0.13691813,0.777970609,unchanged
APY09_09675,0.45,1.20E-01,no,1.29,6.19E-05,increased,0.14,9.97E-01,no,1.43,1.58E-05,recovery,0.16,8.11E-01,no,1.45,1.35E-05,recovery,APY09_09675,forward,peptidase S8,"K01361,K08652,K17734",M: Cell wall/membrane/envelop biogenesis ,,APY09_RS09670,GI:983399081,WP_060567591.1,peptidase S8,,GI:960428356,KSW10263.1,peptidase S8,,XH001_01962,PIII-type proteinase precursor,prtP_4,3.4.21.96,fig|1660.4.peg.1970,,,,SEED:fig|1660.5.peg.1864,FIG01290412: hypothetical protein,,Fn3-like domain,prtS,"3.4.21.110,3.4.21.96","K01361,K08652,K17734",,,,,M: Cell wall/membrane/envelop biogenesis ,,A0A0V8RPZ8,Peptidase S8,,,GO:0004252; GO:0005618; GO:0016020,cell wall [GO:0005618]; membrane [GO:0016020]; serine-type endopeptidase activity [GO:0004252],,,APY09_09675,,APY09_09675,1.44887208,1.35451E-05,up
APY09_09680,1.03,7.97E-06,increased,0.84,7.26E-05,increased,0.01,9.97E-01,no,0.85,5.65E-05,recovery,0.09,8.45E-01,no,0.93,2.01E-05,recovery,APY09_09680,reverse,uracil-xanthine permease,"K03458,K13485",F: Nucleotide metabolism and transport ,nucleotide,APY09_RS09675,GI:983399082,WP_060567592.1,uracil-xanthine permease,,GI:960428357,KSW10264.1,uracil-xanthine permease,,XH001_01963,Uric acid transporter UacT,uacT,,fig|1660.4.peg.1971,Xanthine permease / 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline (OHCU) decarboxylase (EC 4.1.1.97),,Metabolism,SEED:fig|1660.5.peg.1865,Xanthine permease,,xanthine permease,pbuX,4.1.1.97,"K03458,K13485","ko00230,ko01100,",M00546,R06604,RC01551,F: Nucleotide metabolism and transport ,,A0A0V8RQQ9,Uracil-xanthine permease,,,GO:0015851; GO:0016021; GO:0022857,integral component of membrane [GO:0016021]; transmembrane transporter activity [GO:0022857]; nucleobase transport [GO:0015851],,"TRANSMEM 30..48;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 54..74;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 86..105;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 117..138;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 150..172;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 184..202;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 209..229;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 249..273;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 336..359;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 365..385;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 397..416;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 422..445;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_09680,,APY09_09680,0.933326574,2.01065E-05,up
APY09_09685,-0.77,3.08E-02,decreased,0.58,1.38E-01,no,0.09,9.97E-01,no,0.67,8.62E-02,no,0.22,7.74E-01,no,0.80,4.54E-02,recovery,APY09_09685,forward,LacI family transcriptional regulator,K02529,K: Transcription ,,APY09_RS09680,GI:983399083,WP_060567593.1,LacI family transcriptional regulator,,GI:960428358,KSW10265.1,LacI family transcriptional regulator,,XH001_01964,Lactose operon repressor,lacI_2,,fig|1660.4.peg.1972,,,,SEED:fig|1660.5.peg.1866,"Transcriptional regulator, LacI family",,Transcriptional regulator,,,K02529,,,,,K: Transcription ,,A0A0V8RQJ6,LacI family transcriptional regulator,,,GO:0003677; GO:0006355,"DNA binding [GO:0003677]; regulation of transcription, DNA-templated [GO:0006355]",,,APY09_09685,,APY09_09685,0.795917825,0.045421386,up
APY09_09690,-0.97,1.50E-02,decreased,0.58,1.06E-01,no,-0.01,9.97E-01,no,0.57,1.07E-01,no,-0.10,9.17E-01,no,0.48,1.74E-01,no,APY09_09690,forward,L-ribulose-5-phosphate 4-epimerase,"K01628,K03077",G: Carbohydrate metabolism and transport ,,APY09_RS09685,GI:983399084,WP_060567594.1,L-ribulose-5-phosphate 4-epimerase,,GI:960428359,KSW10266.1,L-ribulose-5-phosphate 4-epimerase,,XH001_01965,L-ribulose-5-phosphate 4-epimerase UlaF,ulaF,5.1.3.4,fig|1660.4.peg.1973,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4),5.1.3.4,,SEED:fig|1660.5.peg.1867,L-ribulose-5-phosphate 4-epimerase (EC 5.1.3.4),5.1.3.4,L-ribulose-5-phosphate 4-epimerase,araD,"4.1.2.17,5.1.3.4","K01628,K03077","ko00040,ko00051,ko00053,ko01100,ko01120,",M00550,"R02262,R05850","RC00603,RC00604,RC01479",G: Carbohydrate metabolism and transport ,,A0A0V8RQR0,L-ribulose-5-phosphate 4-epimerase,,,,,,,APY09_09690,,APY09_09690,0.479509858,0.174230261,unchanged
APY09_09695,0.05,7.95E-01,no,0.61,1.53E-03,increased,0.01,9.97E-01,no,0.62,1.20E-03,recovery,-0.17,6.29E-01,no,0.44,1.39E-02,no,APY09_09695,forward,L-arabinose isomerase,K01804,G: Carbohydrate metabolism and transport ,,APY09_RS09690,GI:983399085,WP_060567595.1,L-arabinose isomerase,,GI:960428360,KSW10267.1,L-arabinose isomerase,,XH001_01966,L-arabinose isomerase,araA,5.3.1.4,fig|1660.4.peg.1974,L-arabinose isomerase (EC 5.3.1.4),5.3.1.4,,SEED:fig|1660.5.peg.1868,L-arabinose isomerase (EC 5.3.1.4),5.3.1.4,Catalyzes the conversion of L-arabinose to L-ribulose,araA,5.3.1.4,K01804,"ko00040,ko01100,",,R01761,RC00516,G: Carbohydrate metabolism and transport ,"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005996,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008733,GO:0009056,GO:0009058,GO:0009987,GO:0016052,GO:0016853,GO:0016860,GO:0016861,GO:0019321,GO:0019323,GO:0019566,GO:0019568,GO:0019569,GO:0019572,GO:0019637,GO:0044237,GO:0044238,GO:0044281,GO:0044282,GO:0044424,GO:0044444,GO:0044464,GO:0046365,GO:0046373,GO:0051167,GO:0071704,GO:0090407,GO:1901135,GO:1901137,GO:1901159,GO:1901575,GO:1901576",A0A0V8RQE2,L-arabinose isomerase (EC 5.3.1.4),araA,5.3.1.4,GO:0005737; GO:0008733; GO:0019569; GO:0030145,cytoplasm [GO:0005737]; L-arabinose isomerase activity [GO:0008733]; manganese ion binding [GO:0030145]; L-arabinose catabolic process to xylulose 5-phosphate [GO:0019569],,,APY09_09695,,APY09_09695,0.439965961,0.013871058,unchanged
APY09_09700,1.14,9.39E-05,increased,1.61,7.61E-07,increased,0.07,9.97E-01,no,1.69,3.27E-07,recovery,-0.13,8.38E-01,no,1.49,1.96E-06,recovery,APY09_09700,forward,ABC sugar transporter,K10546,G: Carbohydrate metabolism and transport ,sugar,APY09_RS09695,GI:983399086,WP_060567596.1,sugar ABC transporter substrate-binding protein,,GI:960428361,KSW10268.1,sugar ABC transporter substrate-binding protein,,XH001_01967,Multiple sugar-binding periplasmic receptor ChvEprecursor,chvE,,fig|1660.4.peg.1975,,,,SEED:fig|1660.5.peg.1869,L-arabinose-binding periplasmic protein precursor AraF (TC 3.A.1.2.2),,Periplasmic binding protein domain,chvE,,K10546,"ko02010,",M00216,,,G: Carbohydrate metabolism and transport ,,A0A0V8RQ41,Sugar ABC transporter substrate-binding protein,,,,,,,APY09_09700,,APY09_09700,1.485621831,1.96463E-06,up
APY09_09705,0.69,1.07E-03,increased,1.19,2.45E-06,increased,0.08,9.97E-01,no,1.27,9.07E-07,recovery,-0.06,9.08E-01,no,1.12,7.48E-06,recovery,APY09_09705,forward,ABC sugar transporter,K10548,G: Carbohydrate metabolism and transport ,sugar,APY09_RS09700,GI:983399087,WP_060567597.1,ABC transporter ATP-binding protein,,GI:960428362,KSW10269.1,ABC transporter ATP-binding protein,,XH001_01968,Xylose import ATP-binding protein XylG,xylG,3.6.3.17,fig|1660.4.peg.1976,,,,SEED:fig|1660.5.peg.1870,L-arabinose transport ATP-binding protein AraG (TC 3.A.1.2.2),,cog cog1129,xylG,3.6.3.17,"K10545,K10548","ko02010,","M00215,M00216",,,G: Carbohydrate metabolism and transport ,,A0A0V8RQS0,ABC transporter ATP-binding protein,,,GO:0005524; GO:0016887,ATP binding [GO:0005524]; ATPase activity [GO:0016887],,,APY09_09705,,APY09_09705,1.119345793,7.47769E-06,up
APY09_09710,0.79,3.26E-05,increased,0.88,7.84E-06,increased,0.12,9.97E-01,no,1.00,1.26E-06,recovery,-0.08,8.38E-01,no,0.79,4.44E-05,recovery,APY09_09710,forward,ABC sugar transporter,K10547,G: Carbohydrate metabolism and transport ,sugar,APY09_RS09705,GI:983399088,WP_060567598.1,ABC transporter permease,,GI:960428363,KSW10270.1,ABC transporter permease,,XH001_01969,Xylose transport system permease protein XylH,xylH,,fig|1660.4.peg.1977,,,,SEED:fig|1660.5.peg.1871,L-arabinose transport system permease protein (TC 3.A.1.2.2),,Branched-chain amino acid transport system / permease component,gguB,,K10547,"ko02010,",M00216,,,G: Carbohydrate metabolism and transport ,"GO:0005575,GO:0005623,GO:0005886,GO:0005975,GO:0005996,GO:0008150,GO:0008152,GO:0016020,GO:0016021,GO:0019321,GO:0031224,GO:0042732,GO:0044238,GO:0044281,GO:0044425,GO:0044464,GO:0071704,GO:0071944",A0A0V8RQG9,ABC transporter permease,,,GO:0005886; GO:0016021; GO:0022857,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857],,"TRANSMEM 15..34;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 49..68;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 73..91;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 97..120;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 127..145;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 165..191;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 211..229;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 235..255;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 284..302;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""; TRANSMEM 322..352;  /note=""Helical"";  /evidence=""ECO:0000256|SAM:Phobius""",APY09_09710,,APY09_09710,0.792261138,4.43713E-05,up
APY09_09715,-0.37,2.99E-01,no,-0.05,8.98E-01,no,0.10,9.97E-01,no,0.06,8.73E-01,no,0.07,9.52E-01,no,0.01,9.67E-01,no,APY09_09715,forward,integration host factor,K03530,L: Replication and repair ,,APY09_RS09710,GI:489886608,WP_003790058.1,integration host factor,,GI:960428364,KSW10271.1,integration host factor,,XH001_01970,DNA-binding protein HB1,hup,,fig|1660.4.peg.1978,,,,SEED:fig|1660.5.peg.1872,COG0776: Bacterial nucleoid DNA-binding protein,,Belongs to the bacterial histone-like protein family,hup,,K03530,,,,,L: Replication and repair ,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141",A0A0V8RQ66,DNA-binding protein HB1 (Integration host factor),hup,,GO:0003677,DNA binding [GO:0003677],,,APY09_09715,,APY09_09715,0.01425636,0.967170846,unchanged
APY09_09720,-0.37,4.68E-02,no,0.27,1.70E-01,no,0.12,9.97E-01,no,0.39,4.70E-02,no,0.21,5.62E-01,no,0.47,2.02E-02,no,APY09_09720,reverse,"some kind of peptide transporter, edited COG","K02031,K02032",P: Inorganic ion transport and metabolism ,peptide,APY09_RS09715,GI:983399089,WP_060567599.1,dipeptide ABC transporter ATP-binding protein,,GI:960428365,KSW10272.1,peptide ABC transporter ATP-binding protein,,XH001_01971,Oligopeptide transport ATP-binding protein OppD,oppD_2,,fig|1660.4.peg.1979,Oligopeptide transport ATP-binding protein OppD (TC 3.A.1.5.1),,Membrane Transport,SEED:fig|1660.5.peg.1873,Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1),,Belongs to the ABC transporter superfamily,,,"K02031,K02032","ko02024,",M00239,,,P: Inorganic ion transport and metabolism ,,A0A0V8RQ58,Peptide ABC transporter ATP-binding protein,,,GO:0005524; GO:0015833; GO:0016887,ATP binding [GO:0005524]; ATPase activity [GO:0016887]; peptide transport [GO:0015833],,,APY09_09720,,APY09_09720,0.465343877,0.020153105,unchanged
APY09_09725,-0.37,1.04E-01,no,0.59,1.69E-02,increased,0.15,9.97E-01,no,0.74,3.37E-03,recovery,0.15,7.49E-01,no,0.74,4.12E-03,recovery,APY09_09725,reverse,peptide transporter (edited COG),K02034,P: Inorganic ion transport and metabolism ,peptide,APY09_RS09720,GI:983399090,WP_060567600.1,peptide ABC transporter permease,,GI:960428366,KSW10273.1,peptide ABC transporter permease,,XH001_01972,Dipeptide transport system permease protein DppC,dppC,,fig|1660.4.peg.1980,Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1),,Membrane Transport,SEED:fig|1660.5.peg.1874,Oligopeptide transport system permease protein OppC (TC 3.A.1.5.1),,"ABC transporter, permease protein",,,K02034,"ko02024,",M00239,,,P: Inorganic ion transport and metabolism ,,A0A0V8RQI8,Peptide ABC transporter permease,,,GO:0005886; GO:0016021; GO:0055085,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.,"TRANSMEM 34..56;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 99..127;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 134..154;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 265..285;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""",APY09_09725,,APY09_09725,0.738856592,0.004117669,up
APY09_09730,-0.24,3.95E-01,no,0.31,2.79E-01,no,0.22,9.97E-01,no,0.52,6.57E-02,no,0.11,8.85E-01,no,0.41,1.53E-01,no,APY09_09730,reverse,peptide transporter (edited COG),K02033,P: Inorganic ion transport and metabolism ,peptide,APY09_RS09725,GI:983399091,WP_060567601.1,diguanylate cyclase,,GI:960428367,KSW10274.1,diguanylate cyclase,,XH001_01973,Dipeptide transport system permease protein DppB,dppB_2,,fig|1660.4.peg.1981,Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1),,Membrane Transport,SEED:fig|1660.5.peg.1875,Oligopeptide transport system permease protein OppB (TC 3.A.1.5.1),,ABC transporter permease,appB,,K02033,"ko02024,",M00239,,,P: Inorganic ion transport and metabolism ,,A0A0V8RQN5,Diguanylate cyclase,,,GO:0005886; GO:0016021; GO:0055085,integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transmembrane transport [GO:0055085],SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|RuleBase:RU363032}; Multi-pass membrane protein {ECO:0000256|RuleBase:RU363032}.,"TRANSMEM 12..29;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 99..119;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 131..162;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 182..200;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 236..262;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""; TRANSMEM 282..307;  /note=""Helical"";  /evidence=""ECO:0000256|RuleBase:RU363032""",APY09_09730,,APY09_09730,0.410424689,0.15324514,unchanged
APY09_09735,-0.37,1.11E-01,no,0.35,1.35E-01,no,0.07,9.97E-01,no,0.42,7.22E-02,no,-0.01,9.92E-01,no,0.33,1.70E-01,no,APY09_09735,reverse,some kind of peptide transporter,K02035,E: Amino Acid metabolism and transport ,peptide,APY09_RS09730,GI:983399092,WP_060567602.1,peptide ABC transporter substrate-binding protein,,GI:960428368,KSW10275.1,peptide ABC transporter substrate-binding protein,,XH001_01974,Oligopeptide-binding protein AppA precursor,appA,,fig|1660.4.peg.1982,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",,Membrane Transport,SEED:fig|1660.5.peg.1876,"Oligopeptide ABC transporter, periplasmic oligopeptide-binding protein OppA (TC 3.A.1.5.1)",,"ABC transporter, substrate-binding protein, family 5",,,K02035,"ko02024,",M00239,,,E: Amino Acid metabolism and transport ,,A0A0V8RQK5,Peptide ABC transporter substrate-binding protein,,,GO:0043190; GO:0055085,ATP-binding cassette (ABC) transporter complex [GO:0043190]; transmembrane transport [GO:0055085],,,APY09_09735,,APY09_09735,0.329827962,0.169588605,unchanged
APY09_09740,-1.48,3.52E-04,decreased,-0.20,6.07E-01,no,0.11,9.97E-01,no,-0.09,8.11E-01,no,0.20,8.26E-01,no,-0.01,9.88E-01,no,APY09_09740,forward,ROK family transciptional regulator,,G: Carbohydrate metabolism and transport K: Transcription ,,APY09_RS09735,GI:983399093,WP_060567603.1,ROK family transcriptional regulator,,GI:960428369,KSW10276.1,ROK family transcriptional regulator,,XH001_01975,N-acetylglucosamine repressor,nagC_5,,fig|1660.4.peg.1983,,,,SEED:fig|1660.5.peg.1877,"Transcriptional regulator, ROK family",,ROK family,,,,,,,,G: Carbohydrate metabolism and transport K: Transcription ,,A0A0V8RQL4,ROK family transcriptional regulator,,,,,,,APY09_09740,,APY09_09740,-0.005233331,0.988161491,unchanged
APY09_09745,-0.66,3.18E-02,decreased,0.38,2.29E-01,no,0.11,9.97E-01,no,0.49,1.22E-01,no,0.09,9.14E-01,no,0.47,1.50E-01,no,APY09_09745,forward,Microcystin degradation protein MlrC,,S: Function Unknown ,,APY09_RS09740,GI:983399094,WP_060567604.1,microcystin degradation protein MlrC,,GI:960428370,KSW10277.1,microcystin degradation protein MlrC,,XH001_01976,hypothetical protein,,,fig|1660.4.peg.1984,,,,SEED:fig|1660.5.peg.1878,Conserved protein,,MlrC domain protein,,,,,,,,S: Function Unknown ,,A0A0V8RQ86,Microcystin degradation protein MlrC,,,,,,,APY09_09745,,APY09_09745,0.472239499,0.15014249,unchanged
