Locus_Tag,Recovery_6hours_vs_initial_encounter_ratio,Recovery_6hours_vs_initial_encounter_FDR,Recovery_6hours_vs_initial_encounter_siignificance,Recovery_10hours_vs_recovery_6hours_ratio,Recovery_10hours_vs_recovery_6hours_FDR,Recovery_10hours_vs_recovery_6hours_significance,Recovery_10hours_vs_initial_encounter_ratio,Recovery_10hours_vs_initial_encounter_FDR,Recovery_10hours_vs_initial_encounter_significance,Recovery_15hours_vs_recovery_6hours_ratio,Recovery_15hours_vs_recovery_6hours_FDR,Recovery_15hours_vs_recovery_6hours_significance,Recovery_15hours_vs_initial_encounter_ratio,Recovery_15hours_vs_initial_encounter_FDR,Recovery_15hours_vs_initial_encounter_significance,Locus Tag,min,max,Direction,McLean_product,NcLean_KEGG,McLean_COG,McLean_transport_group,Alternative_locus_tag,Genbank_protein_id,Genbank_product,PATRIC_id,PATRIC_product,PATRIC_class,eggNog_product,eggNog_gene_name,eggNog_EC,eggNog_KEGG,eggNog_KEGG_pathway,eggNog_KEGG_module,eggNog_KEGG_reaction,eggNog_KEGG_rclass,eggNog_COG,eggNog_GO,Locus_Tag
TM7x_02225,0.47,1.19E-02,no,0.14,5.32E-01,no,0.61,2.37E-03,recovery,0.22,1.21E-01,no,0.69,1.04E-03,recovery,TM7x_02225,410726,412819,reverse,hypothetical protein,K07039,S: Function Unknown,,TM7x001_00449,AJA06837.1,hypothetical protein,fig|1476577.3.peg.407,hypothetical protein,,SEC-C motif,,,K07039,,,,,S: Function Unknown,,TM7x_02225
TM7x_02230,1.29,3.70E-04,recovery,0.05,9.98E-01,no,1.34,2.65E-04,recovery,0.17,4.71E-01,no,1.46,1.37E-04,recovery,TM7x_02230,412982,414565,forward,alpha-amylase,K01182,G: Carbohydrate metabolism and transport,,TM7x001_00450,AJA06507.1,alpha-amylase,fig|1476577.3.peg.408,Maltodextrin glucosidase (EC 3.2.1.20),,"PFAM alpha amylase, catalytic",MA20_23410,"3.2.1.10,3.2.1.20,3.2.1.93",K01182,"ko00052,ko00500,ko01100,map00052,map00500,map01100",,"R00028,R00801,R00802,R00837,R01718,R01791,R06087,R06088,R06113,R06199","RC00028,RC00049,RC00059,RC00077,RC00451",G: Carbohydrate metabolism and transport,,TM7x_02230
TM7x_02235,0.68,1.69E-04,recovery,0.07,8.55E-01,no,0.75,8.21E-05,recovery,0.10,4.21E-01,no,0.78,5.90E-05,recovery,TM7x_02235,414937,415482,reverse,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),K08316,L: Replication and repair,,TM7x001_00451,AJA06508.1,methyltransferase,fig|1476577.3.peg.409,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),,Methyltransferase,rsmD,2.1.1.171,K08316,,,R07234,RC00003,L: Replication and repair,"GO:0000154,GO:0001510,GO:0003674,GO:0003824,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0008990,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016435,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0052913,GO:0070475,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360",TM7x_02235
TM7x_02240,0.46,2.28E-02,no,0.06,9.54E-01,no,0.52,1.14E-02,recovery,0.06,8.05E-01,no,0.52,1.21E-02,recovery,TM7x_02240,415479,416294,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00452,AJA06838.1,hypothetical protein,fig|1476577.3.peg.410,hypothetical protein,,,,,,,,,,,,TM7x_02240
TM7x_02245,0.57,1.65E-03,recovery,-0.16,3.64E-01,no,0.41,1.26E-02,no,-0.21,1.09E-01,no,0.36,2.42E-02,no,TM7x_02245,416296,418338,reverse,ATP-dependent DNA helicase RecG,K03655,L: Replication and repair,,TM7x001_00453,AJA06509.1,ATP-dependent DNA helicase RecG,fig|1476577.3.peg.411,ATP-dependent DNA helicase RecG (EC 3.6.4.12),,Critical role in recombination and DNA repair. Helps process Holliday junction intermediates to mature products by catalyzing branch migration. Has a DNA unwinding activity characteristic of a DNA helicase with a 3'- to 5'- polarity. Unwinds branched duplex DNA (Y-DNA),recG,3.6.4.12,K03655,"ko03440,map03440",,,,L: Replication and repair,"GO:0003674,GO:0003678,GO:0003724,GO:0003824,GO:0004003,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0006996,GO:0008026,GO:0008094,GO:0008150,GO:0008152,GO:0008186,GO:0009314,GO:0009379,GO:0009628,GO:0009987,GO:0010501,GO:0016020,GO:0016043,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0032392,GO:0032508,GO:0032991,GO:0033202,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0048476,GO:0050896,GO:0051276,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0071944,GO:0090304,GO:0140097,GO:0140098,GO:1901360,GO:1902494",TM7x_02245
TM7x_02250,0.76,2.68E-05,recovery,-0.13,3.19E-01,no,0.63,1.15E-04,recovery,-0.20,3.97E-02,no,0.56,2.94E-04,recovery,TM7x_02250,418339,419094,reverse,HAD family hydrolase,K01802,S: Function Unknown,,TM7x001_00454,AJA06510.1,HAD family hydrolase,fig|1476577.3.peg.412,hypothetical protein,,"HAD hydrolase, family IIB",cof,5.2.1.8,K01802,,,,,S: Function Unknown,,TM7x_02250
TM7x_02255,0.88,2.95E-04,recovery,-0.03,9.98E-01,no,0.85,3.70E-04,recovery,-0.09,6.96E-01,no,0.79,6.28E-04,recovery,TM7x_02255,419091,420311,reverse,tyrosine--tRNA ligase,K01866,J: Translation,,TM7x001_00455,AJA06511.1,tyrosine--tRNA ligase,fig|1476577.3.peg.413,Tyrosyl-tRNA synthetase (EC 6.1.1.1),Protein Processing,Catalyzes the attachment of tyrosine to tRNA(Tyr) in a two-step reaction tyrosine is first activated by ATP to form Tyr- AMP and then transferred to the acceptor end of tRNA(Tyr),tyrS,6.1.1.1,K01866,"ko00970,map00970","M00359,M00360",R02918,"RC00055,RC00523",J: Translation,"GO:0003674,GO:0003824,GO:0004812,GO:0004831,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006437,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",TM7x_02255
TM7x_02260,0.86,6.91E-04,recovery,-0.06,9.93E-01,no,0.80,1.10E-03,recovery,-0.15,5.21E-01,no,0.71,2.67E-03,recovery,TM7x_02260,420385,423051,forward,mrcA penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4],K05366,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00456,AJA06839.1,hypothetical protein,fig|1476577.3.peg.414,Multimodular transpeptidase-transglycosylase (EC 2.4.1.129) (EC 3.4.-.-),,Peptidoglycan polymerase that catalyzes glycan chain elongation from lipid-linked precursors,mrcB,"2.4.1.129,3.4.16.4",K05365,"ko00550,map00550",,R04519,"RC00005,RC00049",M: Cell wall/membrane/envelop biogenesis,,TM7x_02260
TM7x_02265,-0.39,1.15E-01,no,-0.24,4.75E-01,no,-0.63,1.79E-02,initial,-0.19,4.24E-01,no,-0.59,2.63E-02,initial,TM7x_02265,423056,423829,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00457,AJA06512.1,hypothetical protein,fig|1476577.3.peg.415,"Membrane-associated protein containing RNA-binding TRAM domain and ribonuclease PIN-domain, YacL B.subtilis ortholog",,PIN domain protein,yacL,,,,,,,S: Function Unknown,"GO:0005575,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944",TM7x_02265
TM7x_02270,-1.97,7.70E-03,initial,-0.28,9.54E-01,no,-2.25,3.42E-03,initial,0.12,9.51E-01,no,-1.85,1.10E-02,initial,TM7x_02270,423876,425225,reverse,DNA repair protein RadA,K04485,"O: Post-translational modification, protein turnover, chaperone functions",,TM7x001_00458,AJA06513.1,DNA repair protein RadA,fig|1476577.3.peg.416,DNA repair protein RadA,,"DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function",radA,,K04485,,,,,"O: Post-translational modification, protein turnover, chaperone functions",,TM7x_02270
TM7x_02275,-0.11,6.09E-01,no,-0.19,5.71E-01,no,-0.30,1.83E-01,no,0.00,9.97E-01,no,-0.12,6.10E-01,no,TM7x_02275,425225,426202,reverse,hypothetical protein,K02004,D: Cell cycle control and mitosis,,TM7x001_00459,AJA06514.1,hypothetical protein,fig|1476577.3.peg.417,hypothetical protein,,nuclear chromosome segregation,,3.2.1.97,K02004,,M00258,,,D: Cell cycle control and mitosis,,TM7x_02275
TM7x_02280,-0.71,7.29E-04,initial,-0.15,6.16E-01,no,-0.86,1.80E-04,initial,0.02,9.77E-01,no,-0.70,8.81E-04,initial,TM7x_02280,426186,428642,reverse,Clp protease ClpX,K03696,"O: Post-translational modification, protein turnover, chaperone functions",,TM7x001_00460,AJA06515.1,Clp protease ClpX,fig|1476577.3.peg.418,"ATP-dependent Clp protease, ATP-binding subunit ClpC",,"Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE",clpC,,K03696,"ko01100,map01100",,,,"O: Post-translational modification, protein turnover, chaperone functions","GO:0006950,GO:0008150,GO:0010035,GO:0010038,GO:0042221,GO:0046686,GO:0046688,GO:0050896,GO:0097501,GO:1990169,GO:1990170",TM7x_02280
TM7x_02285,-0.08,6.87E-01,no,-0.10,9.18E-01,no,-0.18,3.73E-01,no,-0.11,7.05E-01,no,-0.19,3.48E-01,no,TM7x_02285,428683,429789,reverse,transcription elongation factor NusA,K02600,K: Transcription,,TM7x001_00461,AJA06516.1,transcription elongation factor NusA,fig|1476577.3.peg.419,Transcription termination protein NusA,,Participates in both transcription termination and antitermination,nusA,,K02600,,,,,K: Transcription,"GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006355,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0016020,GO:0019219,GO:0019222,GO:0030312,GO:0031323,GO:0031326,GO:0031554,GO:0031564,GO:0040007,GO:0043244,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051128,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071944,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2000112,GO:2001141",TM7x_02285
TM7x_02290,-1.93,3.99E-06,initial,-0.02,9.98E-01,no,-1.95,3.32E-06,initial,0.10,8.02E-01,no,-1.83,5.07E-06,initial,TM7x_02290,429926,430384,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00462,AJA06840.1,hypothetical protein,fig|1476577.3.peg.420,hypothetical protein,,,,,,,,,,,,TM7x_02290
TM7x_02295,-1.43,2.80E-01,no,0.08,9.98E-01,no,-1.35,3.02E-01,no,0.19,9.69E-01,no,-1.24,3.46E-01,no,TM7x_02295,430416,431108,reverse,hypothetical protein,K03646,L: Replication and repair,,TM7x001_00463,AJA06517.1,hypothetical protein,fig|1476577.3.peg.421,putative secreted protein,,Protein of unknown function (DUF1524),,,K03646,,,,,L: Replication and repair,,TM7x_02295
TM7x_02300,-0.83,4.36E-01,no,0.08,9.98E-01,no,-0.76,4.77E-01,no,-0.03,9.95E-01,no,-0.87,4.14E-01,no,TM7x_02300,431129,433642,forward,aminopeptidase N,K01256,E: Amino Acid metabolism and transport,,TM7x001_00464,AJA06518.1,aminopeptidase N,fig|1476577.3.peg.422,Lysyl aminopeptidase (EC 3.4.11.15),,aminopeptidase,pepN,3.4.11.2,K01256,"ko00480,ko01100,map00480,map01100",,"R00899,R04951","RC00096,RC00141",E: Amino Acid metabolism and transport,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",TM7x_02300
TM7x_02305,0.70,4.17E-03,recovery,-0.09,9.54E-01,no,0.61,8.81E-03,recovery,-0.10,7.38E-01,no,0.60,1.08E-02,recovery,TM7x_02305,433660,434235,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00465,AJA06841.1,hypothetical protein,fig|1476577.3.peg.423,hypothetical protein,,,,,,,,,,,,TM7x_02305
TM7x_02310,-1.10,2.45E-01,no,-0.06,9.98E-01,no,-1.16,2.14E-01,no,0.00,9.97E-01,no,-1.10,2.46E-01,no,TM7x_02310,434428,435414,reverse,ribonuclease HII,K03470,L: Replication and repair,,TM7x001_00466,AJA06519.1,ribonuclease HII,fig|1476577.3.peg.424,Ribonuclease HII (EC 3.1.26.4),RNA Processing,Endonuclease that specifically degrades the RNA of RNA- DNA hybrids,rnhB,3.1.26.4,K03470,"ko03030,map03030",,,,L: Replication and repair,"GO:0003674,GO:0003824,GO:0004518,GO:0004519,GO:0004521,GO:0004523,GO:0004540,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006259,GO:0006260,GO:0006261,GO:0006271,GO:0006273,GO:0006281,GO:0006298,GO:0006401,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009987,GO:0016070,GO:0016787,GO:0016788,GO:0016891,GO:0016893,GO:0019439,GO:0022616,GO:0032299,GO:0032991,GO:0033554,GO:0033567,GO:0034641,GO:0034645,GO:0034655,GO:0043137,GO:0043170,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044270,GO:0044424,GO:0044464,GO:0046483,GO:0046700,GO:0050896,GO:0051716,GO:0071704,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0140098,GO:1901360,GO:1901361,GO:1901575,GO:1901576",TM7x_02310
TM7x_02315,-6.91,1.89E-02,initial,-0.21,9.98E-01,no,-7.12,1.65E-02,initial,-0.25,9.79E-01,no,-7.16,1.70E-02,initial,TM7x_02315,435398,435895,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00467,AJA06520.1,hypothetical protein,fig|1476577.3.peg.425,hypothetical protein,,,,,,,,,,,,TM7x_02315
TM7x_02320,-0.13,1.29E-01,no,-0.25,2.91E-02,no,-0.38,4.44E-04,no,-0.31,3.71E-03,no,-0.44,1.67E-04,no,TM7x_02320,435965,436471,reverse,50S ribosomal protein L19,K02884,J: Translation,,TM7x001_00468,AJA06521.1,50S ribosomal protein L19,fig|1476577.3.peg.427,LSU ribosomal protein L19p,,This protein is located at the 30S-50S ribosomal subunit interface and may play a role in the structure and function of the aminoacyl-tRNA binding site,rplS,,K02884,"ko03010,map03010",M00178,,,J: Translation,"GO:0000027,GO:0003674,GO:0003676,GO:0003723,GO:0003735,GO:0005198,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0006518,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015934,GO:0016020,GO:0016043,GO:0019538,GO:0019843,GO:0022607,GO:0022613,GO:0022618,GO:0022625,GO:0022626,GO:0032991,GO:0034622,GO:0034641,GO:0034645,GO:0040007,GO:0042254,GO:0042255,GO:0042273,GO:0043043,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043603,GO:0043604,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0065003,GO:0070180,GO:0070925,GO:0071704,GO:0071826,GO:0071840,GO:0071944,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:1990904",TM7x_02320
TM7x_02325,1.01,1.06E-05,recovery,-0.10,6.04E-01,no,0.90,2.58E-05,recovery,-0.26,3.16E-02,no,0.74,1.25E-04,recovery,TM7x_02325,436650,437783,forward,malate dehydrogenase,K00027,C: Energy production and conversion,,TM7x001_00469,AJA06522.1,malate dehydrogenase,fig|1476577.3.peg.428,NADP-dependent malic enzyme (EC 1.1.1.40),Energy,Malic enzyme,mez_1,1.1.1.38,K00027,"ko00620,ko01200,ko02020,map00620,map01200,map02020",,R00214,RC00105,C: Energy production and conversion,,TM7x_02325
TM7x_02330,-0.38,4.57E-02,no,-0.11,8.09E-01,no,-0.48,1.44E-02,no,0.01,9.79E-01,no,-0.37,5.07E-02,no,TM7x_02330,437786,439324,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00470,AJA06842.1,hypothetical protein,fig|1476577.3.peg.429,hypothetical protein,,,,,,,,,,,,TM7x_02330
TM7x_02335,0.78,6.81E-04,recovery,0.28,1.46E-01,no,1.05,6.50E-05,recovery,0.32,3.94E-02,no,1.10,4.69E-05,recovery,TM7x_02335,439362,440984,reverse,general secretion pathway protein GspE,K02454,N: Cell motility U: Intracellular trafficing and secretion,other,TM7x001_00471,AJA06523.1,general secretion pathway protein GspE,fig|1476577.3.peg.431,"Type IV fimbrial assembly, ATPase PilB",,Type II IV secretion system protein,xpsE,,K02454,"ko03070,ko05111,map03070,map05111",M00331,,,N: Cell motility U: Intracellular trafficing and secretion,"GO:0003674,GO:0005488,GO:0005515,GO:0042802",TM7x_02335
TM7x_02340,1.42,1.48E-05,recovery,0.03,9.98E-01,no,1.46,1.10E-05,recovery,0.04,9.35E-01,no,1.46,1.24E-05,recovery,TM7x_02340,441036,441596,forward,tRNA methyltransferase,K03218,J: Translation,,TM7x001_00472,AJA06524.1,tRNA methyltransferase,fig|1476577.3.peg.432,TRNA/rRNA methyltransferase,,SpoU rRNA Methylase family,spoU,2.1.1.185,K03218,,,,,J: Translation,,TM7x_02340
TM7x_02345,-2.49,2.42E-07,initial,0.07,9.93E-01,no,-2.42,3.05E-07,initial,0.13,7.33E-01,no,-2.37,3.69E-07,initial,TM7x_02345,441758,442021,forward,hypothetical protein,,S: Function Unknown,,TM7x001_00473,AJA06843.1,hypothetical protein,,,,,,,,,,,,,,TM7x_02345
TM7x_02350,0.35,4.23E-02,no,-0.03,9.98E-01,no,0.31,6.14E-02,no,0.03,9.60E-01,no,0.37,3.08E-02,no,TM7x_02350,442081,445818,reverse,DNA polymerase III subunit alpha,K02337,L: Replication and repair,,TM7x001_00474,AJA06525.1,DNA polymerase III subunit alpha,fig|1476577.3.peg.433,DNA polymerase III alpha subunit (EC 2.7.7.7),,DNA polymerase III alpha subunit,dnaE,2.7.7.7,K02337,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,L: Replication and repair,,TM7x_02350
TM7x_02355,0.44,2.18E-02,no,0.10,8.74E-01,no,0.54,7.06E-03,recovery,-0.02,9.77E-01,no,0.42,2.67E-02,no,TM7x_02355,445838,446137,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00475,AJA06844.1,hypothetical protein,fig|1476577.3.peg.434,hypothetical protein,,,,,,,,,,,,TM7x_02355
TM7x_02360,0.38,2.25E-01,no,0.10,9.66E-01,no,0.48,1.22E-01,no,0.04,9.77E-01,no,0.41,1.83E-01,no,TM7x_02360,446103,446390,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00476,AJA06845.1,hypothetical protein,fig|1476577.3.peg.435,hypothetical protein,,,,,,,,,,,,TM7x_02360
TM7x_02365,-0.57,2.66E-01,no,-0.01,9.98E-01,no,-0.59,2.49E-01,no,-0.18,8.37E-01,no,-0.75,1.49E-01,no,TM7x_02365,446406,447299,reverse,UTP--glucose-1-phosphate uridylyltransferase,K00963,M: Cell wall/membrane/envelop biogenesis,,TM7x001_00477,AJA06526.1,UTP--glucose-1-phosphate uridylyltransferase,fig|1476577.3.peg.436,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9),,PFAM Nucleotidyl transferase,,2.7.7.9,K00963,"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130","M00129,M00361,M00362,M00549",R00289,RC00002,M: Cell wall/membrane/envelop biogenesis,,TM7x_02365
TM7x_02370,-0.08,6.41E-01,no,-0.01,9.98E-01,no,-0.08,6.15E-01,no,-0.07,7.64E-01,no,-0.15,3.57E-01,no,TM7x_02370,447341,448804,reverse,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7),K01876,J: Translation,,TM7x001_00478,AJA06527.1,glutamyl-tRNA amidotransferase,fig|1476577.3.peg.437,Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7),,Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln),gatB,"6.1.1.12,6.3.5.6,6.3.5.7",K01876,"ko00970,ko01100,map00970,map01100","M00359,M00360","R03905,R04212,R05577","RC00010,RC00055,RC00523",J: Translation,"GO:0003674,GO:0003824,GO:0006082,GO:0006139,GO:0006399,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016070,GO:0016874,GO:0016879,GO:0016884,GO:0019752,GO:0034641,GO:0034660,GO:0043038,GO:0043039,GO:0043170,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0046483,GO:0050567,GO:0070681,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564",TM7x_02370
TM7x_02375,-0.20,5.13E-01,no,0.01,9.98E-01,no,-0.19,5.35E-01,no,0.08,8.77E-01,no,-0.12,6.97E-01,no,TM7x_02375,448801,449220,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00479,AJA06846.1,hypothetical protein,fig|1476577.3.peg.438,hypothetical protein,,,,,,,,,,,,TM7x_02375
TM7x_02380,-0.09,6.29E-01,no,0.10,8.43E-01,no,0.01,9.34E-01,no,0.10,6.84E-01,no,0.01,9.63E-01,no,TM7x_02380,449220,450590,reverse,gatA aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7],K02433,J: Translation,,TM7x001_00480,AJA06528.1,glutamyl-tRNA amidotransferase,fig|1476577.3.peg.439,Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7),,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln),gatA,"6.3.5.6,6.3.5.7",K02433,"ko00970,ko01100,map00970,map01100",,"R03905,R04212",RC00010,J: Translation,"GO:0008150,GO:0040007",TM7x_02380
TM7x_02385,-2.76,7.12E-02,no,0.32,9.98E-01,no,-2.44,1.03E-01,no,0.38,9.19E-01,no,-2.38,1.12E-01,no,TM7x_02385,450590,450877,reverse,gatC aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7],K02435,J: Translation,,TM7x001_00481,AJA06529.1,glutamyl-tRNA amidotransferase,fig|1476577.3.peg.440,Aspartyl-tRNA(Asn) amidotransferase subunit C @ Glutamyl-tRNA(Gln) amidotransferase subunit C ,,Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln),gatC,"6.3.5.6,6.3.5.7",K02435,"ko00970,ko01100,map00970,map01100",,"R03905,R04212",RC00010,J: Translation,,TM7x_02385
TM7x_02390,0.71,3.89E-03,recovery,0.15,7.50E-01,no,0.86,1.10E-03,recovery,-0.06,8.76E-01,no,0.65,6.87E-03,recovery,TM7x_02390,450939,451775,reverse,hypothetical protein,,S: Function Unknown,,TM7x001_00482,AJA06847.1,hypothetical protein,fig|1476577.3.peg.441,hypothetical protein,,,,,,,,,,,,TM7x_02390
TM7x_02395,-0.52,2.82E-01,no,-0.01,9.98E-01,no,-0.53,2.66E-01,no,0.04,9.77E-01,no,-0.47,3.24E-01,no,TM7x_02395,451806,453776,reverse,excinuclease ABC subunit B,K03702,L: Replication and repair,,TM7x001_00483,AJA06530.1,excinuclease ABC subunit B,fig|1476577.3.peg.442,Excinuclease ABC subunit B,DNA Processing,"damaged site, the DNA wraps around one UvrB monomer. DNA wrap is dependent on ATP binding by UvrB and probably causes local melting of the DNA helix, facilitating insertion of UvrB beta-hairpin between the DNA strands. Then UvrB probes one DNA strand for the presence of a lesion. If a lesion is found the UvrA subunits dissociate and the UvrB-DNA preincision complex is formed. This complex is subsequently bound by UvrC and the second UvrB is released. If no lesion is found, the DNA wraps around the other UvrB subunit that will check the other stand for damage",uvrB,,K03702,"ko03420,map03420",,,,L: Replication and repair,,TM7x_02395
